"seqnames","start","end","width","strand","V4","V5","V6","V7","V8","V9","V10","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr13",97824147,97824484,338,"*","ZF27_neurog2_peak_364",27,".",4.95081,6.54091,2.73004,75,"Intron (ENSMUST00000224296.1/ENSMUST00000224296.1, intron 1 of 2)",13,97751112,97760965,9854,1,"111365222","ENSMUST00000180396.1",73035,"ENSMUSG00000097346","Rps18-ps4","ribosomal protein S18, pseudogene 4"
"chr13",99901631,99902959,1329,"*","ZF27_neurog2_peak_365",50,".",6.36532,9.16908,5.09929,451,"Promoter (<=1kb)",13,99898489,99901091,2603,2,"27220","ENSMUST00000224142.1",-540,"ENSMUSG00000021647","Cartpt","CART prepropeptide"
"chr13",100662873,100663193,321,"*","ZF27_neurog2_peak_366",16,".",4.24355,5.30939,1.68841,160,"Intron (ENSMUST00000022135.14/102216272, intron 2 of 4)",13,100669717,100696196,26480,1,"76041","ENSMUST00000170347.3",-6524,"ENSMUSG00000048924","Ccdc125","coiled-coil domain containing 125"
"chr13",102399595,102399909,315,"*","ZF27_neurog2_peak_367",27,".",4.95081,6.54091,2.73004,161,"Distal Intergenic",13,102693558,102706955,13398,1,"17079","ENSMUST00000022124.9",-293649,"ENSMUSG00000021624","Cd180","CD180 antigen"
"chr13",102504382,102504990,609,"*","ZF27_neurog2_peak_368",136,".",10.6089,18.0313,13.6208,126,"Distal Intergenic",13,102693558,102706955,13398,1,"17079","ENSMUST00000022124.9",-188568,"ENSMUSG00000021624","Cd180","CD180 antigen"
"chr13",106379296,106379782,487,"*","ZF27_neurog2_peak_369",38,".",5.65807,7.82968,3.87359,44,"Distal Intergenic",13,106811888,106836321,24434,2,"76582","ENSMUST00000191312.1",456539,"ENSMUSG00000042590","Ipo11","importin 11"
"chr13",112160256,112160855,600,"*","ZF27_neurog2_peak_370",38,".",5.65807,7.82968,3.87359,278,"Distal Intergenic",13,112288451,112344641,56191,1,"77318","ENSMUST00000056047.13",-127596,"ENSMUSG00000049985","Ankrd55","ankyrin repeat domain 55"
"chr13",112553780,112554057,278,"*","ZF27_neurog2_peak_371",50,".",6.36532,9.16908,5.09929,62,"Intron (ENSMUST00000223819.1/218624, intron 3 of 18)",13,112523557,112562074,38518,2,"218624","ENSMUST00000224510.1",8017,"ENSMUSG00000050377","Il31ra","interleukin 31 receptor A"
"chr13",116514767,116515021,255,"*","ZF27_neurog2_peak_372",27,".",4.95081,6.54091,2.73004,144,"Distal Intergenic",13,116298281,116309689,11409,2,"16392","ENSMUST00000036060.12",-205078,"ENSMUSG00000042258","Isl1","ISL1 transcription factor, LIM/homeodomain"
"chr13",119596925,119597497,573,"*","ZF27_neurog2_peak_373",63,".",7.07258,10.5539,6.39365,419,"Intron (ENSMUST00000223912.1/633640, intron 1 of 2)",13,119606650,119610458,3809,1,"633640","ENSMUST00000178948.1",-9153,"ENSMUSG00000074634","Tmem267","transmembrane protein 267"
"chr13",119598247,119599307,1061,"*","ZF27_neurog2_peak_374",412,".",21.925,45.965,41.2992,349,"Intron (ENSMUST00000223912.1/633640, intron 1 of 2)",13,119606650,119610458,3809,1,"633640","ENSMUST00000178948.1",-7343,"ENSMUSG00000074634","Tmem267","transmembrane protein 267"
"chr13",119599654,119601286,1633,"*","ZF27_neurog2_peak_375",120,".",9.90162,16.4713,12.0919,646,"Intron (ENSMUST00000223912.1/633640, intron 1 of 2)",13,119606650,119610458,3809,1,"633640","ENSMUST00000178948.1",-5364,"ENSMUSG00000074634","Tmem267","transmembrane protein 267"
"chr13",119601770,119603002,1233,"*","ZF27_neurog2_peak_376",106,".",9.19436,14.9412,10.6014,370,"Intron (ENSMUST00000223912.1/633640, intron 1 of 2)",13,119606650,119610458,3809,1,"633640","ENSMUST00000178948.1",-3648,"ENSMUSG00000074634","Tmem267","transmembrane protein 267"
"chr13",119607796,119608050,255,"*","ZF27_neurog2_peak_377",38,".",5.65807,7.82968,3.87359,39,"Promoter (1-2kb)",13,119606650,119610458,3809,1,"633640","ENSMUST00000178948.1",1146,"ENSMUSG00000074634","Tmem267","transmembrane protein 267"
"chr14",11232987,11233302,316,"*","ZF27_neurog2_peak_378",38,".",5.65807,7.82968,3.87359,179,"Distal Intergenic",14,11282477,11282561,85,1,"102466641","ENSMUST00000184251.1",-49175,"ENSMUSG00000099218","Mir5124b","microRNA 5124b"
"chr14",16912999,16913387,389,"*","ZF27_neurog2_peak_379",27,".",4.95081,6.54091,2.73004,169,"Distal Intergenic",14,16509065,16819156,310092,2,"218772","ENSMUST00000223976.1",-93843,"ENSMUSG00000017491","Rarb","retinoic acid receptor, beta"
"chr14",19415709,19419717,4009,"*","ZF27_neurog2_peak_380",321983,".",5886.51,32204.9,32198.4,1599,"Exon (ENSMUST00000177817.1/ENSMUST00000177817.1, exon 1 of 6)",14,19594139,19602581,8443,2,"432825","ENSMUST00000096121.11",182864,"ENSMUSG00000095024","Gm5458","predicted gene 5458"
"chr14",24578627,24578997,371,"*","ZF27_neurog2_peak_381",874,".",38.1919,92.2269,87.4717,249,"Distal Intergenic",14,24491149,24491989,841,1,"20088","ENSMUST00000224699.1",87478,"ENSMUSG00000025290","Rps24","ribosomal protein S24"
"chr14",25978691,25978982,292,"*","ZF27_neurog2_peak_382",38,".",5.65807,7.82968,3.87359,121,"Promoter (<=1kb)",14,25979083,25988718,9636,1,"278672","ENSMUST00000172667.7",-101,"ENSMUSG00000048502","Duxbl1","double homeobox B-like 1"
"chr14",26258076,26258367,292,"*","ZF27_neurog2_peak_383",38,".",5.65807,7.82968,3.87359,121,"Promoter (<=1kb)",14,26258468,26267986,9519,1,"278672","ENSMUST00000112340.7",-101,"ENSMUSG00000048502","Duxbl1","double homeobox B-like 1"
"chr14",31217927,31218333,407,"*","ZF27_neurog2_peak_384",136,".",10.6089,18.0313,13.6208,118,"Promoter (<=1kb)",14,31217860,31230352,12493,1,"218877","ENSMUST00000090180.3",67,"ENSMUSG00000021904","Sema3g","sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3G"
"chr14",32002711,32003178,468,"*","ZF27_neurog2_peak_385",27,".",4.95081,6.54091,2.73004,130,"Distal Intergenic",14,32028989,32062197,33209,1,"78754","ENSMUST00000022460.10",-25811,"ENSMUSG00000021903","Galnt15","polypeptide N-acetylgalactosaminyltransferase 15"
"chr14",35928746,35929003,258,"*","ZF27_neurog2_peak_386",16,".",4.24355,5.30939,1.68841,129,"Distal Intergenic",14,35809488,35811978,2491,2,"239036","ENSMUST00000043266.6",-116768,"ENSMUSG00000041068","4930596D02Rik","RIKEN cDNA 4930596D02 gene"
"chr14",39758422,39758802,381,"*","ZF27_neurog2_peak_387",120,".",9.90162,16.4713,12.0919,146,"Distal Intergenic",14,39655663,39685293,29631,1,"73591","ENSMUST00000185680.1",102759,"ENSMUSG00000101261","1700109I08Rik","RIKEN cDNA 1700109I08 gene"
"chr14",43487359,43487641,283,"*","ZF27_neurog2_peak_388",38,".",5.65807,7.82968,3.87359,221,"Distal Intergenic",14,43602627,43608013,5387,2,"100042342","ENSMUST00000100692.3",120372,"ENSMUSG00000095528","Gm10375","predicted gene 10375"
"chr14",48593544,48593881,338,"*","ZF27_neurog2_peak_389",339,".",19.096,38.5538,33.9148,114,"Intron (ENSMUST00000228323.1/ENSMUST00000228323.1, intron 1 of 1)",14,48658916,48661932,3017,2,"18424","ENSMUST00000135279.1",68051,"ENSMUSG00000021848","Otx2","orthodenticle homeobox 2"
"chr14",48608550,48609108,559,"*","ZF27_neurog2_peak_390",233,".",14.8524,27.9248,23.3699,408,"Distal Intergenic",14,48658916,48661932,3017,2,"18424","ENSMUST00000135279.1",52824,"ENSMUSG00000021848","Otx2","orthodenticle homeobox 2"
"chr14",59994650,59995130,481,"*","ZF27_neurog2_peak_391",27,".",4.95081,6.54091,2.73004,358,"Intron (ENSMUST00000080368.12/50769, intron 23 of 35)",14,59638540,60086834,448295,2,"50769","ENSMUST00000080368.12",91704,"ENSMUSG00000021983","Atp8a2","ATPase, aminophospholipid transporter-like, class I, type 8A, member 2"
"chr14",64466773,64467085,313,"*","ZF27_neurog2_peak_392",38,".",5.65807,7.82968,3.87359,219,"Distal Intergenic",14,64122625,64455903,333279,2,"110265","ENSMUST00000067927.8",-10870,"ENSMUSG00000054733","Msra","methionine sulfoxide reductase A"
"chr14",70473810,70474190,381,"*","ZF27_neurog2_peak_393",38,".",5.65807,7.82968,3.87359,77,"Distal Intergenic",14,70479592,70486639,7048,2,"12153","ENSMUST00000228501.1",12449,"ENSMUSG00000022098","Bmp1","bone morphogenetic protein 1"
"chr14",78786748,78787004,257,"*","ZF27_neurog2_peak_394",38,".",5.65807,7.82968,3.87359,142,"Distal Intergenic",14,78558750,78732776,174027,2,"380921","ENSMUST00000226342.2",-53972,"ENSMUSG00000034731","Dgkh","diacylglycerol kinase, eta"
"chr14",79842890,79843222,333,"*","ZF27_neurog2_peak_395",120,".",9.90162,16.4713,12.0919,124,"Intron (ENSMUST00000180427.1/ENSMUST00000180427.1, intron 1 of 4)",14,79863074,79868398,5325,2,"100038734","ENSMUST00000179430.1",25176,"ENSMUSG00000095959","Gm10845","predicted gene 10845"
"chr14",89038310,89038579,270,"*","ZF27_neurog2_peak_396",16,".",4.24355,5.30939,1.68841,121,"Distal Intergenic",14,88464743,88471396,6654,2,"219257","ENSMUST00000061628.6",-566914,"ENSMUSG00000050505","Pcdh20","protocadherin 20"
"chr14",91132934,91133240,307,"*","ZF27_neurog2_peak_397",27,".",4.95081,6.54091,2.73004,149,"Distal Intergenic",14,90126891,90269760,142870,1,"74967","ENSMUST00000227263.1",1006043,"ENSMUSG00000115001","4930474H20Rik","RIKEN cDNA 4930474H20 gene"
"chr14",92075013,92075640,628,"*","ZF27_neurog2_peak_398",38,".",5.65807,7.82968,3.87359,97,"Distal Intergenic",14,93173729,93885748,712020,2,"211712","ENSMUST00000194129.1",1810108,"ENSMUSG00000055421","Pcdh9","protocadherin 9"
"chr14",100618990,100619540,551,"*","ZF27_neurog2_peak_399",63,".",7.07258,10.5539,6.39365,531,"Distal Intergenic",14,99870632,100284679,414048,2,"16597","ENSMUST00000228216.1",-334311,"ENSMUSG00000072294","Klf12","Kruppel-like transcription factor 12"
"chr14",105066153,105066629,477,"*","ZF27_neurog2_peak_400",106,".",9.19436,14.9412,10.6014,174,"Distal Intergenic",14,105109409,105114461,5053,2,"74213","ENSMUST00000164319.1",47832,"ENSMUSG00000022119","Rbm26","RNA binding motif protein 26"
"chr14",106929109,106929511,403,"*","ZF27_neurog2_peak_401",77,".",7.77984,11.9797,7.74668,253,"Distal Intergenic",14,106417187,106486520,69334,2,"73631","ENSMUST00000186311.1",-442589,"ENSMUSG00000099794","1700128A07Rik","RIKEN cDNA 1700128A07 gene"
"chr14",110136733,110137091,359,"*","ZF27_neurog2_peak_402",63,".",7.07258,10.5539,6.39365,173,"Distal Intergenic",14,110748580,110755149,6570,2,"239250","ENSMUST00000078386.3",618058,"ENSMUSG00000045871","Slitrk6","SLIT and NTRK-like family, member 6"
"chr14",113504312,113504737,426,"*","ZF27_neurog2_peak_403",27,".",4.95081,6.54091,2.73004,212,"Distal Intergenic",14,114831965,114861327,29363,1,"75822","ENSMUST00000226121.1",-1327228,"ENSMUSG00000115320","4930524C18Rik","RIKEN cDNA 4930524C18 gene"
"chr14",115115999,115116257,259,"*","ZF27_neurog2_peak_404",50,".",6.36532,9.16908,5.09929,81,"Intron (ENSMUST00000176993.1/103978, intron 1 of 1)",14,115092626,116524437,1431812,1,"103978","ENSMUST00000022707.6",23373,"ENSMUSG00000022112","Gpc5","glypican 5"
"chr14",116211993,116212342,350,"*","ZF27_neurog2_peak_405",16,".",4.24355,5.30939,1.68841,175,"Intron (ENSMUST00000176912.7/103978, intron 7 of 7)",14,116925315,117627198,701884,1,"23888","ENSMUST00000123239.1",-712973,"ENSMUSG00000058571","Gpc6","glypican 6"
"chr14",116636591,116636837,247,"*","ZF27_neurog2_peak_406",27,".",4.95081,6.54091,2.73004,124,"Distal Intergenic",14,116925315,117627198,701884,1,"23888","ENSMUST00000123239.1",-288478,"ENSMUSG00000058571","Gpc6","glypican 6"
"chr14",118963209,118964490,1282,"*","ZF27_neurog2_peak_407",50,".",6.36532,9.16908,5.09929,1165,"Intron (ENSMUST00000022734.8/100037258, intron 4 of 11)",14,118937976,118981697,43722,1,"100037258","ENSMUST00000022734.8",25233,"ENSMUSG00000022136","Dnajc3","DnaJ heat shock protein family (Hsp40) member C3"
"chr14",124418850,124419174,325,"*","ZF27_neurog2_peak_408",136,".",10.6089,18.0313,13.6208,222,"Intron (ENSMUST00000095529.9/14169, intron 1 of 4)",14,123978291,124192902,214612,2,"14169","ENSMUST00000026631.5",-225948,"ENSMUSG00000025551","Fgf14","fibroblast growth factor 14"
"chr14",124684626,124685171,546,"*","ZF27_neurog2_peak_409",50,".",6.36532,9.16908,5.09929,71,"Distal Intergenic",14,123977907,124677127,699221,2,"14169","ENSMUST00000095529.9",-7499,"ENSMUSG00000025551","Fgf14","fibroblast growth factor 14"
"chr14",124801554,124802237,684,"*","ZF27_neurog2_peak_410",2700,".",93.3581,274.795,270.017,379,"Distal Intergenic",14,123977907,124677127,699221,2,"14169","ENSMUST00000095529.9",-124427,"ENSMUSG00000025551","Fgf14","fibroblast growth factor 14"
"chr15",4794020,4794375,356,"*","ZF27_neurog2_peak_411",91,".",8.4871,13.4432,9.14962,118,"Intron (ENSMUST00000162585.7/12274, intron 13 of 15)",15,4765945,4791164,25220,1,"12274","ENSMUST00000162729.1",28075,"ENSMUSG00000022181","C6","complement component 6"
"chr15",9015722,9016328,607,"*","ZF27_neurog2_peak_412",357,".",19.8032,40.3843,35.7381,242,"Intron (ENSMUST00000053308.9/223332, intron 10 of 15)",15,9007266,9067335,60070,1,"223332","ENSMUST00000227191.1",8456,"ENSMUSG00000048424","Ranbp3l","RAN binding protein 3-like"
"chr15",14524418,14524810,393,"*","ZF27_neurog2_peak_413",63,".",7.07258,10.5539,6.39365,80,"Distal Intergenic",15,13059251,13173675,114425,2,"12563","ENSMUST00000226917.1",-1350743,"ENSMUSG00000039385","Cdh6","cadherin 6"
"chr15",17156544,17156851,308,"*","ZF27_neurog2_peak_414",38,".",5.65807,7.82968,3.87359,18,"Distal Intergenic",15,16778101,16856767,78667,1,"12565","ENSMUST00000026432.7",378443,"ENSMUSG00000025370","Cdh9","cadherin 9"
"chr15",30256531,30256844,314,"*","ZF27_neurog2_peak_415",63,".",7.07258,10.5539,6.39365,246,"Intron (ENSMUST00000081728.6/18163, intron 1 of 22)",15,30173138,30481349,308212,1,"18163","ENSMUST00000226797.1",83393,"ENSMUSG00000022240","Ctnnd2","catenin delta 2"
"chr15",31402079,31402764,686,"*","ZF27_neurog2_peak_416",91,".",8.4871,13.4432,9.14962,392,"Distal Intergenic",15,31294095,31367726,73632,2,"67434","ENSMUST00000044324.8",-34353,"ENSMUSG00000022237","Ankrd33b","ankyrin repeat domain 33B"
"chr15",31409672,31410185,514,"*","ZF27_neurog2_peak_417",50,".",6.36532,9.16908,5.09929,450,"Distal Intergenic",15,31294095,31367726,73632,2,"67434","ENSMUST00000044324.8",-41946,"ENSMUSG00000022237","Ankrd33b","ankyrin repeat domain 33B"
"chr15",37225968,37226251,284,"*","ZF27_neurog2_peak_418",38,".",5.65807,7.82968,3.87359,127,"Distal Intergenic",15,37233036,37333647,100612,1,"252973","ENSMUST00000161405.7",-6785,"ENSMUSG00000022286","Grhl2","grainyhead like transcription factor 2"
"chr15",38301498,38302384,887,"*","ZF27_neurog2_peak_419",136,".",10.6089,18.0313,13.6208,569,"Promoter (<=1kb)",15,38299874,38300706,833,2,"21847","ENSMUST00000228416.1",-792,"ENSMUSG00000037465","Klf10","Kruppel-like transcription factor 10"
"chr15",39866782,39867089,308,"*","ZF27_neurog2_peak_420",50,".",6.36532,9.16908,5.09929,136,"Distal Intergenic",15,39855877,39857470,1594,2,"64705","ENSMUST00000150196.2",-9312,"ENSMUSG00000022304","Dpys","dihydropyrimidinase"
"chr15",42679893,42680262,370,"*","ZF27_neurog2_peak_421",50,".",6.36532,9.16908,5.09929,308,"Promoter (2-3kb)",15,42424723,42676977,252255,2,"11600","ENSMUST00000022921.6",-2916,"ENSMUSG00000022309","Angpt1","angiopoietin 1"
"chr15",47419946,47420244,299,"*","ZF27_neurog2_peak_422",16,".",4.24355,5.30939,1.68841,149,"Distal Intergenic",15,47581726,47615201,33476,2,"239420","ENSMUST00000162006.1",194957,"ENSMUSG00000022311","Csmd3","CUB and Sushi multiple domains 3"
"chr15",58438368,58438977,610,"*","ZF27_neurog2_peak_423",63,".",7.07258,10.5539,6.39365,283,"Intron (ENSMUST00000037270.4/210998, intron 15 of 23)",15,58442733,58449978,7246,1,"210998","ENSMUST00000228576.1",-3756,"ENSMUSG00000037119","Fam91a1","family with sequence similarity 91, member A1"
"chr15",58439840,58440097,258,"*","ZF27_neurog2_peak_424",27,".",4.95081,6.54091,2.73004,223,"Promoter (2-3kb)",15,58442733,58449978,7246,1,"210998","ENSMUST00000228576.1",-2636,"ENSMUSG00000037119","Fam91a1","family with sequence similarity 91, member A1"
"chr15",59432642,59433034,393,"*","ZF27_neurog2_peak_425",27,".",4.95081,6.54091,2.73004,272,"Intron (ENSMUST00000168722.2/68501, intron 3 of 4)",15,59374287,59601684,227398,1,"68501","ENSMUST00000079703.10",58355,"ENSMUSG00000059586","Nsmce2","NSE2/MMS21 homolog, SMC5-SMC6 complex SUMO ligase"
"chr15",59647325,59648268,944,"*","ZF27_neurog2_peak_426",91,".",8.4871,13.4432,9.14962,658,"Promoter (<=1kb)",15,59648350,59657099,8750,1,"211770","ENSMUST00000067543.7",-82,"ENSMUSG00000032501","Trib1","tribbles pseudokinase 1"
"chr15",66952962,66953931,970,"*","ZF27_neurog2_peak_427",50,".",6.36532,9.16908,5.09929,816,"Intron (ENSMUST00000005256.13/17988, intron 3 of 15)",15,66943079,66948479,5401,2,"17988","ENSMUST00000167817.7",-4483,"ENSMUSG00000005125","Ndrg1","N-myc downstream regulated gene 1"
"chr15",72713707,72714322,616,"*","ZF27_neurog2_peak_428",167,".",12.0234,21.2333,16.7627,262,"Intron (ENSMUST00000023276.15/76510, intron 18 of 21)",15,72805600,72810324,4725,2,"353342","ENSMUST00000202826.1",96002,"ENSMUSG00000106847","Peg13","paternally expressed 13"
"chr15",74287605,74287909,305,"*","ZF27_neurog2_peak_429",38,".",5.65807,7.82968,3.87359,237,"Distal Intergenic",15,74516195,74589464,73270,1,"107831","ENSMUST00000042035.15",-228286,"ENSMUSG00000034730","Adgrb1","adhesion G protein-coupled receptor B1"
"chr15",75085528,75087027,1500,"*","ZF27_neurog2_peak_430",981,".",41.7282,102.921,98.1615,1167,"Distal Intergenic",15,75108331,75111697,3367,2,"100041546","ENSMUST00000188214.6",24670,"ENSMUSG00000022584","Ly6c2","lymphocyte antigen 6 family memberC2"
"chr15",76598224,76598597,374,"*","ZF27_neurog2_peak_431",27,".",4.95081,6.54091,2.73004,73,"Promoter (<=1kb)",15,76595803,76598092,2290,2,"94230","ENSMUST00000229269.1",-132,"ENSMUSG00000034022","Cpsf1","cleavage and polyadenylation specific factor 1"
"chr15",77279317,77279925,609,"*","ZF27_neurog2_peak_432",63,".",7.07258,10.5539,6.39365,427,"Intron (ENSMUST00000171751.9/93686, intron 1 of 13)",15,77083802,77306605,222804,2,"93686","ENSMUST00000048145.12",26680,"ENSMUSG00000033565","Rbfox2","RNA binding protein, fox-1 homolog (C. elegans) 2"
"chr15",80685064,80685423,360,"*","ZF27_neurog2_peak_433",27,".",4.95081,6.54091,2.73004,85,"Intron (ENSMUST00000023044.6/213956, intron 1 of 4)",15,80694558,80697602,3045,2,"106059","ENSMUST00000230325.1",12179,"ENSMUSG00000116220","A430088P11Rik","RIKEN cDNA A430088P11 gene"
"chr15",81184480,81184880,401,"*","ZF27_neurog2_peak_434",38,".",5.65807,7.82968,3.87359,8,"Intron (ENSMUST00000134469.8/223701, intron 1 of 14)",15,81045133,81190522,145390,2,"223701","ENSMUST00000147921.1",5642,"ENSMUSG00000042292","Mrtfa","myocardin related transcription factor A"
"chr15",81389867,81390117,251,"*","ZF27_neurog2_peak_435",27,".",4.95081,6.54091,2.73004,237,"Intron (ENSMUST00000172107.7/70356, intron 2 of 11)",15,81377763,81399383,21621,2,"70356","ENSMUST00000165582.1",9266,"ENSMUSG00000022403","St13","suppression of tumorigenicity 13"
"chr15",81811017,81811307,291,"*","ZF27_neurog2_peak_436",16,".",4.24355,5.30939,1.68841,157,"Promoter (<=1kb)",15,81811046,81821256,10211,1,"21685","ENSMUST00000168200.1",0,"ENSMUSG00000022389","Tef","thyrotroph embryonic factor"
"chr15",83126828,83127319,492,"*","ZF27_neurog2_peak_437",77,".",7.77984,11.9797,7.74668,212,"3' UTR",15,83113433,83122801,9369,2,"74778","ENSMUST00000018184.9",-4027,"ENSMUSG00000018040","Rrp7a","ribosomal RNA processing 7 homolog A"
"chr15",84970626,84970955,330,"*","ZF27_neurog2_peak_438",27,".",4.95081,6.54091,2.73004,265,"Intron (ENSMUST00000047144.12/223739, intron 1 of 9)",15,84948000,84960983,12984,2,"223739","ENSMUST00000124308.7",-9643,"ENSMUSG00000036046","5031439G07Rik","RIKEN cDNA 5031439G07 gene"
"chr15",86188250,86188750,501,"*","ZF27_neurog2_peak_439",38,".",5.65807,7.82968,3.87359,123,"Promoter (2-3kb)",15,86139129,86186141,47013,2,"223753","ENSMUST00000044332.15",-2109,"ENSMUSG00000035891","Cerk","ceramide kinase"
"chr15",86934755,86935022,268,"*","ZF27_neurog2_peak_440",16,".",4.24355,5.30939,1.68841,134,"Distal Intergenic",15,87544299,87759362,215064,1,"106014","ENSMUST00000230414.1",-609277,"ENSMUSG00000054863","Tafa5","TAFA chemokine like family member 5"
"chr15",87199970,87200456,487,"*","ZF27_neurog2_peak_441",63,".",7.07258,10.5539,6.39365,236,"Distal Intergenic",15,87544299,87759362,215064,1,"106014","ENSMUST00000230414.1",-343843,"ENSMUSG00000054863","Tafa5","TAFA chemokine like family member 5"
"chr15",89275706,89275996,291,"*","ZF27_neurog2_peak_442",91,".",8.4871,13.4432,9.14962,64,"Intron (ENSMUST00000228284.1/71474, intron 13 of 23)",15,89284424,89287010,2587,1,"71474","ENSMUST00000227011.1",-8428,"ENSMUSG00000036561","Ppp6r2","protein phosphatase 6, regulatory subunit 2"
"chr15",91906856,91908930,2075,"*","ZF27_neurog2_peak_443",77,".",7.77984,11.9797,7.74668,1893,"5' UTR",15,91847915,91861438,13524,1,"223809","ENSMUST00000132674.1",58941,"ENSMUSG00000047295","Smgc","submandibular gland protein C"
