"seqnames","start","end","width","strand","V4.name","V5.score","V6.strand","V7.signalValue","V8.pValue","V9.qValue","V10.peak","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr11",55589343,55589898,556,"*","ZF11_Nfiabx_peak_1025",94,".",7.28356,12.9693,9.40496,466,"Intron (ENSMUST00000108853.7/14654, intron 1 of 7)",11,55514238,55607733,93496,2,"14654","ENSMUST00000108853.7",17835,"ENSMUSG00000000263","Glra1","glycine receptor, alpha 1 subunit"
"chr11",56495108,56495342,235,"*","ZF11_Nfiabx_peak_1026",83,".",6.85512,11.8621,8.35364,177,"Distal Intergenic",11,56024987,56041010,16024,2,"216749","ENSMUST00000037682.2",-454098,"ENSMUSG00000037393","Nmur2","neuromedin U receptor 2"
"chr11",57600613,57600885,273,"*","ZF11_Nfiabx_peak_1027",36,".",4.71289,6.75304,3.61141,119,"Distal Intergenic",11,57645442,57787514,142073,1,"171212","ENSMUST00000066987.13",-44557,"ENSMUSG00000020520","Galnt10","polypeptide N-acetylgalactosaminyltransferase 10"
"chr11",57814687,57814991,305,"*","ZF11_Nfiabx_peak_1029",138,".",8.99734,17.6322,13.8819,155,"Distal Intergenic",11,57801637,57810217,8581,1,"50724","ENSMUST00000020826.5",13050,"ENSMUSG00000020519","Sap30l","SAP30-like"
"chr11",59839248,59839812,565,"*","ZF11_Nfiabx_peak_1033",115,".",8.14045,15.2565,11.5908,510,"Promoter (<=1kb)",11,59839447,59876533,37087,1,"103850","ENSMUST00000149076.7",0,"ENSMUSG00000032615","Nt5m","5',3'-nucleotidase, mitochondrial"
"chr11",60046255,60046505,251,"*","ZF11_Nfiabx_peak_1034",83,".",6.85512,11.8621,8.35364,65,"Promoter (<=1kb)",11,59970614,60046477,75864,2,"18618","ENSMUST00000000310.13",0,"ENSMUSG00000000301","Pemt","phosphatidylethanolamine N-methyltransferase"
"chr11",60176707,60177667,961,"*","ZF11_Nfiabx_peak_1035",127,".",8.5689,16.4338,12.7248,417,"Promoter (<=1kb)",11,60175879,60199197,23319,1,"19377","ENSMUST00000102688.1",828,"ENSMUSG00000062115","Rai1","retinoic acid induced 1"
"chr11",60294202,60294519,318,"*","ZF11_Nfiabx_peak_1037",63,".",5.99823,9.72728,6.34853,323,"Intron (ENSMUST00000095254.11/216810, intron 1 of 13)",11,60229902,60245669,15768,2,"216810","ENSMUST00000143124.7",-48533,"ENSMUSG00000000538","Tom1l2","target of myb1-like 2 (chicken)"
"chr11",60352320,60353328,1009,"*","ZF11_Nfiabx_peak_1038",162,".",9.85423,20.0883,16.2653,804,"Promoter (<=1kb)",11,60226714,60352905,126192,2,"216810","ENSMUST00000095254.11",0,"ENSMUSG00000000538","Tom1l2","target of myb1-like 2 (chicken)"
"chr11",60537436,60537945,510,"*","ZF11_Nfiabx_peak_1039",115,".",8.14045,15.2565,11.5908,237,"Promoter (<=1kb)",11,60537978,60558512,20535,1,"268420","ENSMUST00000044250.3",-33,"ENSMUSG00000042650","Alkbh5","alkB homolog 5, RNA demethylase"
"chr11",60777332,60777575,244,"*","ZF11_Nfiabx_peak_1040",63,".",5.99823,9.72728,6.34853,120,"Promoter (<=1kb)",11,60740058,60777365,37308,2,"21975","ENSMUST00000002891.10",0,"ENSMUSG00000002814","Top3a","topoisomerase (DNA) III alpha"
"chr11",61494256,61494793,538,"*","ZF11_Nfiabx_peak_1042",73,".",6.42667,10.7808,7.3344,213,"Promoter (<=1kb)",11,61488812,61494266,5455,2,"23939","ENSMUST00000101085.8",0,"ENSMUSG00000001034","Mapk7","mitogen-activated protein kinase 7"
"chr11",61529339,61529571,233,"*","ZF11_Nfiabx_peak_1043",63,".",5.99823,9.72728,6.34853,119,"Intron (ENSMUST00000108711.7/13855, intron 6 of 9)",11,61532664,61544313,11650,2,"13855","ENSMUST00000153984.1",14742,"ENSMUSG00000001036","Epn2","epsin 2"
"chr11",62069807,62070418,612,"*","ZF11_Nfiabx_peak_1044",83,".",6.85512,11.8621,8.35364,188,"Intron (ENSMUST00000201866.3/432572, intron 3 of 3)",11,62076995,62223005,146011,1,"432572","ENSMUST00000092415.8",-6577,"ENSMUSG00000042331","Specc1","sperm antigen with calponin homology and coiled-coil domains 1"
"chr11",62280938,62281348,411,"*","ZF11_Nfiabx_peak_1045",94,".",7.28356,12.9693,9.40496,316,"Promoter (<=1kb)",11,62267224,62281375,14152,2,"69747","ENSMUST00000072916.4",27,"ENSMUSG00000014243","Zswim7","zinc finger SWIM-type containing 7"
"chr11",62551205,62551432,228,"*","ZF11_Nfiabx_peak_1046",73,".",6.42667,10.7808,7.3344,71,"Promoter (<=1kb)",11,62551171,62553213,2043,1,"22187","ENSMUST00000019649.3",34,"ENSMUSG00000019505","Ubb","ubiquitin B"
"chr11",63132624,63133140,517,"*","ZF11_Nfiabx_peak_1047",225,".",11.9965,26.5385,22.5691,487,"Promoter (<=1kb)",11,63132803,63134489,1687,1,"18858","ENSMUST00000140648.1",0,"ENSMUSG00000018217","Pmp22","peripheral myelin protein 22"
"chr11",63135341,63136345,1005,"*","ZF11_Nfiabx_peak_1048",265,".",13.2818,30.5958,26.5588,718,"Promoter (2-3kb)",11,63133068,63158566,25499,1,"18858","ENSMUST00000108700.1",2273,"ENSMUSG00000018217","Pmp22","peripheral myelin protein 22"
"chr11",63922118,63922607,490,"*","ZF11_Nfiabx_peak_1049",44,".",5.14134,7.71111,4.48386,211,"Promoter (<=1kb)",11,63885792,63922290,36499,2,"54710","ENSMUST00000094103.3",0,"ENSMUSG00000070407","Hs3st3b1","heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1"
"chr11",67588759,67589313,555,"*","ZF11_Nfiabx_peak_1051",138,".",8.99734,17.6322,13.8819,193,"Promoter (2-3kb)",11,67586701,67683554,96854,1,"14457","ENSMUST00000108680.1",2058,"ENSMUSG00000033066","Gas7","growth arrest specific 7"
"chr11",68691650,68692041,392,"*","ZF11_Nfiabx_peak_1052",44,".",5.14134,7.71111,4.48386,291,"Promoter (<=1kb)",11,68691915,68816632,124718,1,"77579","ENSMUST00000102611.9",0,"ENSMUSG00000020900","Myh10","myosin, heavy polypeptide 10, non-muscle"
"chr11",68973564,68973794,231,"*","ZF11_Nfiabx_peak_1053",44,".",5.14134,7.71111,4.48386,40,"Promoter (<=1kb)",11,68972484,68973789,1306,2,"57785","ENSMUST00000132093.7",0,"ENSMUSG00000032892","Rangrf","RAN guanine nucleotide release factor"
"chr11",69122593,69122844,252,"*","ZF11_Nfiabx_peak_1058",36,".",4.71289,6.75304,3.61141,44,"Promoter (2-3kb)",11,69120404,69124055,3652,1,"84653","ENSMUST00000024543.2",2189,"ENSMUSG00000023781","Hes7","hes family bHLH transcription factor 7"
"chr11",69364746,69365497,752,"*","ZF11_Nfiabx_peak_1059",104,".",7.71201,14.1013,10.4844,395,"Promoter (<=1kb)",11,69345136,69364779,19644,2,"216848","ENSMUST00000128981.7",0,"ENSMUSG00000018474","Chd3","chromodomain helicase DNA binding protein 3"
"chr11",69366265,69366615,351,"*","ZF11_Nfiabx_peak_1060",187,".",10.7111,22.6181,18.732,199,"Promoter (1-2kb)",11,69345136,69364779,19644,2,"216848","ENSMUST00000128981.7",-1486,"ENSMUSG00000018474","Chd3","chromodomain helicase DNA binding protein 3"
"chr11",69395457,69396317,861,"*","ZF11_Nfiabx_peak_1061",174,".",10.2827,21.3444,17.4888,101,"Promoter (<=1kb)",11,69391925,69395631,3707,2,"327951","ENSMUST00000134903.1",0,"ENSMUSG00000044795","Cyb5d1","cytochrome b5 domain containing 1"
"chr11",69408797,69409201,405,"*","ZF11_Nfiabx_peak_1062",63,".",5.99823,9.72728,6.34853,200,"Intron (ENSMUST00000094077.4/216850, intron 1 of 22)",11,69398508,69413675,15168,2,"216850","ENSMUST00000094077.4",4474,"ENSMUSG00000018476","Kdm6b","KDM1 lysine (K)-specific demethylase 6B"
"chr11",69417723,69419101,1379,"*","ZF11_Nfiabx_peak_1064",138,".",8.99734,17.6322,13.8819,211,"Distal Intergenic",11,69398508,69413675,15168,2,"216850","ENSMUST00000094077.4",-4048,"ENSMUSG00000018476","Kdm6b","KDM1 lysine (K)-specific demethylase 6B"
"chr11",69591939,69592749,811,"*","ZF11_Nfiabx_peak_1066",926,".",31.2765,97.0849,92.6685,365,"Downstream (<=300bp)",11,69588695,69589821,1127,1,"22059","ENSMUST00000130540.1",3244,"ENSMUSG00000059552","Trp53","transformation related protein 53"
"chr11",69600274,69600649,376,"*","ZF11_Nfiabx_peak_1067",63,".",5.99823,9.72728,6.34853,150,"Promoter (2-3kb)",11,69600666,69602741,2076,2,"11932","ENSMUST00000138694.1",2092,"ENSMUSG00000041329","Atp1b2","ATPase, Na+/K+ transporting, beta 2 polypeptide"
"chr11",69632616,69633049,434,"*","ZF11_Nfiabx_peak_1068",265,".",13.2818,30.5958,26.5588,210,"Promoter (<=1kb)",11,69632990,69653297,20308,1,"23879","ENSMUST00000018909.3",0,"ENSMUSG00000018765","Fxr2","FMR1 autosomal homolog 2"
"chr11",69662326,69662570,245,"*","ZF11_Nfiabx_peak_1069",53,".",5.56978,8.70334,5.39692,109,"Promoter (<=1kb)",11,69656961,69662564,5604,2,"24070","ENSMUST00000129224.7",0,"ENSMUSG00000018761","Mpdu1","mannose-P-dolichol utilization defect 1"
"chr11",69672183,69672634,452,"*","ZF11_Nfiabx_peak_1070",115,".",8.14045,15.2565,11.5908,324,"Promoter (<=1kb)",11,69666936,69672317,5382,2,"13681","ENSMUST00000128519.7",0,"ENSMUSG00000059796","Eif4a1","eukaryotic translation initiation factor 4A1"
"chr11",69685413,69686326,914,"*","ZF11_Nfiabx_peak_1072",238,".",12.4249,27.8764,23.8827,693,"Promoter (<=1kb)",11,69682846,69685554,2709,2,"69583","ENSMUST00000018896.13",0,"ENSMUSG00000089669","Tnfsf13","tumor necrosis factor (ligand) superfamily, member 13"
"chr11",69758386,69759046,661,"*","ZF11_Nfiabx_peak_1073",199,".",11.1396,23.9088,19.9918,509,"Promoter (<=1kb)",11,69733997,69758637,24641,2,"20020","ENSMUST00000058470.15",0,"ENSMUSG00000005198","Polr2a","polymerase (RNA) II (DNA directed) polypeptide A"
"chr11",69837863,69838575,713,"*","ZF11_Nfiabx_peak_1075",265,".",13.2818,30.5958,26.5588,430,"Promoter (<=1kb)",11,69838514,69839613,1100,1,"69186","ENSMUST00000133967.7",0,"ENSMUSG00000070394","Tmem256","transmembrane protein 256"
"chr11",69921336,69921701,366,"*","ZF11_Nfiabx_peak_1076",94,".",7.28356,12.9693,9.40496,85,"Promoter (<=1kb)",11,69916720,69921386,4667,2,"276770","ENSMUST00000043419.9",0,"ENSMUSG00000078812","Eif5a","eukaryotic translation initiation factor 5A"
"chr11",69980090,69980993,904,"*","ZF11_Nfiabx_peak_1077",225,".",11.9965,26.5385,22.5691,350,"Promoter (<=1kb)",11,69968222,69980272,12051,2,"54351","ENSMUST00000142788.7",0,"ENSMUSG00000018565","Elp5","elongator acetyltransferase complex subunit 5"
"chr11",70239874,70240334,461,"*","ZF11_Nfiabx_peak_1079",104,".",7.71201,14.1013,10.4844,186,"Promoter (<=1kb)",11,70238124,70239842,1719,2,"52898","ENSMUST00000040428.3",-32,"ENSMUSG00000093989","Rnasek","ribonuclease, RNase K"
"chr11",70432246,70432556,311,"*","ZF11_Nfiabx_peak_1080",36,".",4.71289,6.75304,3.61141,261,"Promoter (<=1kb)",11,70432635,70435996,3362,1,"216869","ENSMUST00000124112.1",-79,"ENSMUSG00000060216","Arrb2","arrestin, beta 2"
"chr11",70451991,70452226,236,"*","ZF11_Nfiabx_peak_1081",20,".",3.856,4.95136,2.00956,73,"Promoter (<=1kb)",11,70451932,70453564,1633,1,"66172","ENSMUST00000152348.1",59,"ENSMUSG00000018923","Med11","mediator complex subunit 11"
"chr11",70646967,70647467,501,"*","ZF11_Nfiabx_peak_1083",73,".",6.42667,10.7808,7.3344,223,"Promoter (<=1kb)",11,70644196,70647058,2863,2,"67863","ENSMUST00000014750.14",0,"ENSMUSG00000014606","Slc25a11","solute carrier family 25 (mitochondrial carrier oxoglutarate carrier), member 11"
"chr11",70700213,70700418,206,"*","ZF11_Nfiabx_peak_1085",63,".",5.99823,9.72728,6.34853,234,"Promoter (<=1kb)",11,70688361,70700155,11795,2,"103844","ENSMUST00000126114.8",-58,"ENSMUSG00000057054","Inca1","inhibitor of CDK, cyclin A1 interacting protein 1"
"chr11",70970162,70970435,274,"*","ZF11_Nfiabx_peak_1086",115,".",8.14045,15.2565,11.5908,170,"Promoter (<=1kb)",11,70970213,70977833,7621,1,"69723","ENSMUST00000018593.9",0,"ENSMUSG00000018449","Rpain","RPA interacting protein"
"chr11",71019324,71019842,519,"*","ZF11_Nfiabx_peak_1087",104,".",7.71201,14.1013,10.4844,277,"Promoter (<=1kb)",11,71009933,71019841,9909,2,"116891","ENSMUST00000171041.7",0,"ENSMUSG00000018442","Derl2","Der1-like domain family, member 2"
"chr11",72266746,72267041,296,"*","ZF11_Nfiabx_peak_1091",27,".",4.28445,5.832,2.78434,115,"Promoter (<=1kb)",11,72266844,72268557,1714,1,"73366","ENSMUST00000154739.1",0,"ENSMUSG00000086951","1700051A21Rik","RIKEN cDNA 1700051A21 gene"
"chr11",72608261,72608456,196,"*","ZF11_Nfiabx_peak_1092",36,".",4.71289,6.75304,3.61141,19,"Promoter (<=1kb)",11,72607319,72680140,72822,1,"67128","ENSMUST00000126046.1",942,"ENSMUSG00000020794","Ube2g1","ubiquitin-conjugating enzyme E2G 1"
"chr11",73199067,73199385,319,"*","ZF11_Nfiabx_peak_1093",174,".",10.2827,21.3444,17.4888,256,"Promoter (<=1kb)",11,73183597,73199042,15446,2,"83429","ENSMUST00000108476.7",-25,"ENSMUSG00000005949","Ctns","cystinosis, nephropathic"
"chr11",74408697,74410351,1655,"*","ZF11_Nfiabx_peak_1094",212,".",11.568,25.2158,21.2721,306,"Promoter (<=1kb)",11,74383484,74408025,24542,2,"380711","ENSMUST00000123440.1",-672,"ENSMUSG00000038807","Rap1gap2","RAP1 GTPase activating protein 2"
"chr11",74649203,74649436,234,"*","ZF11_Nfiabx_peak_1095",63,".",5.99823,9.72728,6.34853,142,"Promoter (<=1kb)",11,74649495,74656551,7057,1,"74148","ENSMUST00000130398.1",-59,"ENSMUSG00000020741","Cluh","clustered mitochondria homolog"
"chr11",74723596,74724650,1055,"*","ZF11_Nfiabx_peak_1097",174,".",10.2827,21.3444,17.4888,720,"Promoter (<=1kb)",11,74673949,74724335,50387,2,"18472","ENSMUST00000126341.7",0,"ENSMUSG00000020745","Pafah1b1","platelet-activating factor acetylhydrolase, isoform 1b, subunit 1"
"chr11",74925816,74926191,376,"*","ZF11_Nfiabx_peak_1100",94,".",7.28356,12.9693,9.40496,117,"Promoter (<=1kb)",11,74925823,75164448,238626,1,"103677","ENSMUST00000045281.12",0,"ENSMUSG00000038290","Smg6","SMG6 nonsense mediated mRNA decay factor"
"chr11",75348423,75348740,318,"*","ZF11_Nfiabx_peak_1102",73,".",6.42667,10.7808,7.3344,62,"Promoter (<=1kb)",11,75348433,75405705,57273,1,"319822","ENSMUST00000044530.2",0,"ENSMUSG00000018809","Smyd4","SET and MYND domain containing 4"
"chr11",75431218,75431873,656,"*","ZF11_Nfiabx_peak_1103",138,".",8.99734,17.6322,13.8819,451,"3' UTR",11,75431732,75438900,7169,2,"18816","ENSMUST00000108437.7",7027,"ENSMUSG00000038224","Serpinf2","serine (or cysteine) peptidase inhibitor, clade F, member 2"
"chr11",75454468,75454933,466,"*","ZF11_Nfiabx_peak_1104",73,".",6.42667,10.7808,7.3344,156,"Promoter (<=1kb)",11,75440944,75454717,13774,2,"192652","ENSMUST00000173320.7",0,"ENSMUSG00000045374","Wdr81","WD repeat domain 81"
"chr11",75461134,75461847,714,"*","ZF11_Nfiabx_peak_1106",94,".",7.28356,12.9693,9.40496,306,"Promoter (<=1kb)",11,75461539,75466676,5138,1,"100042498","ENSMUST00000149940.1",0,"ENSMUSG00000085148","Mir22hg","Mir22 host gene (non-protein coding)"
"chr11",75531327,75532023,697,"*","ZF11_Nfiabx_peak_1107",73,".",6.42667,10.7808,7.3344,686,"Promoter (<=1kb)",11,75531694,75543323,11630,1,"215113","ENSMUST00000149727.7",0,"ENSMUSG00000038178","Slc43a2","solute carrier family 43, member 2"
"chr11",75732848,75733343,496,"*","ZF11_Nfiabx_peak_1108",104,".",7.71201,14.1013,10.4844,133,"Promoter (<=1kb)",11,75732869,75765845,32977,1,"22627","ENSMUST00000067664.9",0,"ENSMUSG00000020849","Ywhae","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide"
"chr11",76406677,76407142,466,"*","ZF11_Nfiabx_peak_1109",94,".",7.28356,12.9693,9.40496,306,"Promoter (<=1kb)",11,76406952,76414329,7378,1,"56322","ENSMUST00000120699.7",0,"ENSMUSG00000020843","Timm22","translocase of inner mitochondrial membrane 22"
"chr11",76562291,76563090,800,"*","ZF11_Nfiabx_peak_1111",576,".",22.2791,61.9664,57.65,372,"Intron (ENSMUST00000072740.12/109934, intron 1 of 22)",11,76416734,76571535,154802,2,"109934","ENSMUST00000072740.12",8445,"ENSMUSG00000017631","Abr","active BCR-related gene"
"chr11",76571464,76571677,214,"*","ZF11_Nfiabx_peak_1112",83,".",6.85512,11.8621,8.35364,92,"Promoter (<=1kb)",11,76416734,76571535,154802,2,"109934","ENSMUST00000072740.12",0,"ENSMUSG00000017631","Abr","active BCR-related gene"
"chr11",77486869,77487241,373,"*","ZF11_Nfiabx_peak_1114",83,".",6.85512,11.8621,8.35364,113,"Promoter (2-3kb)",11,77470485,77489666,19182,2,"268445","ENSMUST00000037593.13",2425,"ENSMUSG00000037907","Ankrd13b","ankyrin repeat domain 13b"
"chr11",77491501,77491786,286,"*","ZF11_Nfiabx_peak_1115",63,".",5.99823,9.72728,6.34853,166,"Promoter (1-2kb)",11,77493562,77507786,14225,1,"216963","ENSMUST00000037285.9",-1776,"ENSMUSG00000011877","Git1","GIT ArfGAP 1"
"chr11",77850519,77851057,539,"*","ZF11_Nfiabx_peak_1117",127,".",8.5689,16.4338,12.7248,246,"Promoter (<=1kb)",11,77850656,77853325,2670,1,"360013","ENSMUST00000130956.1",0,"ENSMUSG00000000631","Myo18a","myosin XVIIIA"
"chr11",77893926,77894740,815,"*","ZF11_Nfiabx_peak_1118",806,".",28.2774,85.0457,80.6486,470,"Promoter (<=1kb)",11,77880615,77894096,13482,2,"19193","ENSMUST00000017597.4",0,"ENSMUSG00000017453","Pipox","pipecolic acid oxidase"
"chr11",77965528,77965849,322,"*","ZF11_Nfiabx_peak_1119",162,".",9.85423,20.0883,16.2653,163,"Intron (ENSMUST00000093995.9/20370, intron 4 of 16)",11,77969011,77974488,5478,1,"20370","ENSMUST00000140630.1",-3162,"ENSMUSG00000000632","Sez6","seizure related gene 6"
"chr11",78044680,78045090,411,"*","ZF11_Nfiabx_peak_1120",115,".",8.14045,15.2565,11.5908,317,"Intron (ENSMUST00000072289.11/14252, intron 1 of 10)",11,78040304,78060434,20131,1,"14252","ENSMUST00000136353.1",4376,"ENSMUSG00000061981","Flot2","flotillin 2"
"chr11",78152160,78153105,946,"*","ZF11_Nfiabx_peak_1122",138,".",8.99734,17.6322,13.8819,345,"Intron (ENSMUST00000073705.11/216971, intron 2 of 2)",11,78160793,78165516,4724,2,"22032","ENSMUST00000148218.1",12411,"ENSMUSG00000017386","Traf4","TNF receptor associated factor 4"
"chr11",78178072,78178980,909,"*","ZF11_Nfiabx_peak_1124",115,".",8.14045,15.2565,11.5908,529,"Promoter (<=1kb)",11,78178827,78178887,61,1,"102465761","ENSMUST00000184358.1",0,"ENSMUSG00000099101","Mir7653","microRNA 7653"
"chr11",78183096,78183584,489,"*","ZF11_Nfiabx_peak_1125",94,".",7.28356,12.9693,9.40496,214,"Promoter (<=1kb)",11,78183056,78183124,69,2,"100529077","ENSMUST00000083742.1",0,NA,"Snord42b","small nucleolar RNA, C/D box 42B"
"chr11",78188431,78189839,1409,"*","ZF11_Nfiabx_peak_1126",115,".",8.14045,15.2565,11.5908,121,"Promoter (<=1kb)",11,78188440,78191838,3399,1,"19376","ENSMUST00000150941.7",0,"ENSMUSG00000002059","Rab34","RAB34, member RAS oncogene family"
"chr11",78245793,78246212,420,"*","ZF11_Nfiabx_peak_1128",53,".",5.56978,8.70334,5.39692,279,"Promoter (<=1kb)",11,78206746,78245987,39242,2,"20926","ENSMUST00000002121.4",0,"ENSMUSG00000002052","Supt6","SPT6, histone chaperone and transcription elongation factor"
"chr11",78322301,78323130,830,"*","ZF11_Nfiabx_peak_1129",926,".",31.2765,97.0849,92.6685,532,"Promoter (<=1kb)",11,78322968,78327781,4814,1,"11676","ENSMUST00000017534.14",0,"ENSMUSG00000017390","Aldoc","aldolase C, fructose-bisphosphate"
"chr11",78324064,78324647,584,"*","ZF11_Nfiabx_peak_1130",73,".",6.42667,10.7808,7.3344,491,"Promoter (<=1kb)",11,78324200,78326760,2561,1,"11676","ENSMUST00000102478.3",0,"ENSMUSG00000017390","Aldoc","aldolase C, fructose-bisphosphate"
"chr11",78328204,78328506,303,"*","ZF11_Nfiabx_peak_1131",27,".",4.28445,5.832,2.78434,34,"Promoter (<=1kb)",11,78328415,78342782,14368,1,"276846","ENSMUST00000048073.8",0,"ENSMUSG00000041958","Pigs","phosphatidylinositol glycan anchor biosynthesis, class S"
"chr11",78411863,78412223,361,"*","ZF11_Nfiabx_peak_1132",44,".",5.14134,7.71111,4.48386,44,"Intron (ENSMUST00000001122.5/20500, intron 1 of 11)",11,78397087,78422217,25131,2,"20500","ENSMUST00000001122.5",9994,"ENSMUSG00000001095","Slc13a2","solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2"
"chr11",78697482,78697899,418,"*","ZF11_Nfiabx_peak_1133",83,".",6.85512,11.8621,8.35364,193,"Promoter (<=1kb)",11,78567168,78697373,130206,2,"18099","ENSMUST00000142739.7",-109,"ENSMUSG00000017376","Nlk","nemo like kinase"
"chr11",79224820,79225071,252,"*","ZF11_Nfiabx_peak_1134",73,".",6.42667,10.7808,7.3344,43,"Distal Intergenic",11,79240307,79242949,2643,2,"78889","ENSMUST00000153585.1",17878,"ENSMUSG00000017677","Wsb1","WD repeat and SOCS box-containing 1"
"chr11",79646576,79647564,989,"*","ZF11_Nfiabx_peak_1135",624,".",23.5645,66.7886,62.4485,375,"Intron (ENSMUST00000017783.12/268451, intron 3 of 14)",11,79660562,79683498,22937,1,"268451","ENSMUST00000155381.1",-12998,"ENSMUSG00000017639","Rab11fip4","RAB11 family interacting protein 4 (class II)"
"chr11",79729612,79730257,646,"*","ZF11_Nfiabx_peak_1136",94,".",7.28356,12.9693,9.40496,188,"Distal Intergenic",11,79726400,79726511,112,1,"723853","ENSMUST00000083555.1",3212,"ENSMUSG00000065489","Mir365-2","microRNA 365-2"
"chr11",80961309,80961794,486,"*","ZF11_Nfiabx_peak_1139",63,".",5.99823,9.72728,6.34853,302,"Intron (ENSMUST00000021045.12/11418, intron 2 of 9)",11,80858372,80867814,9443,1,"75622","ENSMUST00000103222.3",102937,"ENSMUSG00000053184","Spaca3","sperm acrosome associated 3"
"chr11",80974136,80974596,461,"*","ZF11_Nfiabx_peak_1140",44,".",5.14134,7.71111,4.48386,116,"Intron (ENSMUST00000021045.12/11418, intron 1 of 9)",11,80858372,80867814,9443,1,"75622","ENSMUST00000103222.3",115764,"ENSMUSG00000053184","Spaca3","sperm acrosome associated 3"
"chr11",81134972,81135290,319,"*","ZF11_Nfiabx_peak_1141",36,".",4.71289,6.75304,3.61141,145,"Intron (ENSMUST00000021045.12/11418, intron 1 of 9)",11,80880169,81153321,273153,2,"11418","ENSMUST00000021045.12",18031,"ENSMUSG00000020704","Asic2","acid-sensing ion channel 2"
"chr11",81860806,81861260,455,"*","ZF11_Nfiabx_peak_1144",104,".",7.71201,14.1013,10.4844,123,"Promoter (<=1kb)",11,81860679,81894582,33904,1,"71388","ENSMUST00000021044.3",127,"ENSMUSG00000020703","5530401A14Rik","RIKEN cDNA 5530401A14 gene"
"chr11",83472674,83473297,624,"*","ZF11_Nfiabx_peak_1146",174,".",10.2827,21.3444,17.4888,159,"Promoter (<=1kb)",11,83473086,83489213,16128,1,"70439","ENSMUST00000134185.7",0,"ENSMUSG00000020680","Taf15","TATA-box binding protein associated factor 15"
